[10/09/2025 12:05:44.912 AM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: damnn
[10/09/2025 11:25:35.288 PM] Edit     || User: yaeji               || Channel: #yapper-committee                    || nowadays that's a hoodie and a keychain -> nowadays that's a hoodie, maybe a ...
[10/09/2025 11:25:35.537 PM] Edit     || User: austinbaustinb      || Channel: #bot-spam                            || Yah that’s currently integrate -> Yah that’s currently integrated
[10/09/2025 11:25:40.965 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: But like not as an actual command
[10/09/2025 11:25:53.889 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: It does ping the substitute feeder
[10/09/2025 11:26:06.562 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: *if* it actually detects someone who picks up that shift/trade
[10/09/2025 11:26:06.821 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="idk something about live music makes me ..." by izzyballz
[10/09/2025 11:26:16.947 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: icic
[10/09/2025 11:26:26.816 PM] Message  || User: kitadan             || Channel: #pictures-of-the-cats                || Content: Going to drop off my cat teaser next week as I no longer have a wall...
[10/09/2025 11:26:37.334 PM] React+   || User: spitonme            || Channel: #pictures-of-the-cats                || emoji=🐙; msg="Going to drop off my cat teaser next wee..." by kitadan
[10/09/2025 11:26:37.703 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: But a more clear/direct thing with maybe a ~4pm notification of “som...
[10/09/2025 11:26:48.576 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: So then it’s not 8pm where we find out a station isn’t fed for the day
[10/09/2025 11:26:48.587 PM] Intent   || feed_update               ||                                               || station=Greens; dates=['2025-10-09']
[10/09/2025 11:26:48.588 PM] Action   || Name: feed_update_ignored || Trigger: station=Greens                       || Output: channel_blocked:956398865421074462
[10/09/2025 11:27:02.283 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: Idk. I don’t have good creative thoughts a lot so I appreciate the e...
[10/09/2025 11:27:07.172 PM] React+   || User: spitonme            || Channel: #bot-spam                            || emoji=🐙; msg="Idk. I don’t have good creative thoughts..." by austinbaustinb
[10/09/2025 11:27:09.539 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: I think a more direct way would be helpful yea
[10/09/2025 11:27:32.068 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: Cuz then it’s more open to people picking it up instead of the tradi...
[10/09/2025 11:27:36.214 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: i think this would b more helpful than doing the mudae type thing
[10/09/2025 11:27:49.340 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: where our actual messages get picked up and then tomcat asks
[10/09/2025 11:27:49.922 PM] Message  || User: simplyshadow171295  || Channel: #bot-spam                            || Content: idk what mudae is  ¯\_(ツ)_/¯
[10/09/2025 11:28:01.949 PM] React+   || User: racerdg             || Channel: #pictures-of-the-cats                || emoji=🐙; msg="Going to drop off my cat teaser next wee..." by kitadan
[10/09/2025 11:28:07.265 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: its like a trading card game for fictional (and sometimes real people)
[10/09/2025 11:28:07.768 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: (Yeah me too)
[10/09/2025 11:28:12.894 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: its so fun
[10/09/2025 11:28:13.499 PM] React+   || User: simplyshadow171295  || Channel: #bot-spam                            || emoji=😆; msg="(Yeah me too)" by austinbaustinb
[10/09/2025 11:28:15.360 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: yea
[10/09/2025 11:28:24.731 PM] Message  || User: simplyshadow171295  || Channel: #bot-spam                            || Content: ohh wait i think ik what you mean
[10/09/2025 11:28:29.181 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: everyone gets a set amount of rolls every 3 hrs
[10/09/2025 11:28:36.540 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: and theres spawn rarity
[10/09/2025 11:28:41.790 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: and u can also pick a category yo roll
[10/09/2025 11:28:46.596 PM] Edit     || User: spitonme            || Channel: #bot-spam                            || and u can also pick a category yo roll -> and u can also pick a category to roll
[10/09/2025 11:28:51.508 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: so i could literally roll like
[10/09/2025 11:28:54.251 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: Hatsune miku
[10/09/2025 11:28:58.689 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: house md
[10/09/2025 11:29:05.716 PM] React+   || User: simplyshadow171295  || Channel: #pictures-of-the-cats                || emoji=😔; msg="Going to drop off my cat teaser next wee..." by kitadan
[10/09/2025 11:29:08.445 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: some my little pony character
[10/09/2025 11:29:09.867 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i got short poster and keychain
[10/09/2025 11:29:11.228 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: shirt
[10/09/2025 11:29:15.381 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: and whoever emoji reacts, claims that character
[10/09/2025 11:29:19.977 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: poster is based
[10/09/2025 11:29:20.257 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: and adds it to their collection
[10/09/2025 11:29:21.567 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: Do they fight or do u just collect the cards
[10/09/2025 11:29:27.287 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: House md vs thanos
[10/09/2025 11:29:33.328 PM] Message  || User: racerdg             || Channel: #pictures-of-the-cats                || Content: (no text; attachments=1)
[10/09/2025 11:29:34.385 PM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=1
[10/09/2025 11:29:41.258 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: just collect, but theres like a pokemon thing in it?
[10/09/2025 11:29:47.973 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: like separate from the card game
[10/09/2025 11:29:57.257 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: i dont touch that tho its too confusing for my brain
[10/09/2025 11:30:07.028 PM] Message  || User: yaeji               || Channel: #bot-spam                            || Content: i was a mudae aficionado
[10/09/2025 11:30:16.450 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: The word aficionado is so damn good
[10/09/2025 11:30:17.883 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: me too ngl
[10/09/2025 11:30:22.666 PM] React+   || User: spitonme            || Channel: #bot-spam                            || emoji=🐙; msg="The word aficionado is so damn good" by austinbaustinb
[10/09/2025 11:30:22.882 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: right
[10/09/2025 11:30:27.520 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: licking ur brain crevices
[10/09/2025 11:30:30.378 PM] Message  || User: austinbaustinb      || Channel: #bot-spam                            || Content: I say “enthusiast” because I forget how to spell
[10/09/2025 11:30:39.732 PM] React+   || User: spitonme            || Channel: #bot-spam                            || emoji=🐙; msg="I say “enthusiast” because I forget how ..." by austinbaustinb
[10/09/2025 11:31:01.689 PM] Message  || User: yaeji               || Channel: #bot-spam                            || Content: i swiped ppls good pulls and made so many people angry
[10/09/2025 11:31:23.563 PM] Message  || User: racerdg             || Channel: #bot-spam                            || Content: mudae almost broke up one of my friend groups
[10/09/2025 11:31:28.976 PM] Message  || User: yaeji               || Channel: #bot-spam                            || Content: and then i marry them to salt the wound
[10/09/2025 11:31:39.159 PM] Message  || User: racerdg             || Channel: #pictures-of-the-cats                || Content: (no text; attachments=1)
[10/09/2025 11:31:39.536 PM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=1
[10/09/2025 11:31:52.788 PM] Message  || User: yaeji               || Channel: #bot-spam                            || Content: this is a legitimate concern
[10/09/2025 11:33:35.704 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: heres a demonstration
[10/09/2025 11:33:45.295 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: damn the file is too large
[10/09/2025 11:33:50.939 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: but also each card us assigned a value
[10/09/2025 11:34:08.336 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: and u can cash ur card in for those diamonds or wtv, its not diamonds
[10/09/2025 11:34:10.192 PM] Message  || User: spitonme            || Channel: #bot-spam                            || Content: and u can like
