[10/05/2025 12:02:10.552 AM] Message  || User: austinbaustinb      || Channel: #yapper-committee                    || Content: Depends which meds/ailment
[10/05/2025 11:29:27.412 PM] Message  || User: a1darek             || Channel: #yapper-committee                    || Content: I was in pit but my friend didn't do well in pit so we stayed at the...
[10/05/2025 11:29:33.671 PM] React+   || User: a1darek             || Channel: #yapper-committee                    || emoji=🔥; msg="@Derek [TNR]" by racerdg
[10/05/2025 11:29:56.336 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: ah 💔
[10/05/2025 11:30:22.908 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: did someone pass out during oxis or something i couldnt see the crowd
[10/05/2025 11:32:43.689 PM] React+   || User: cici4f3             || Channel: #pictures-of-the-cats                || emoji=🎉; msg=1424574228455358465
[10/05/2025 11:32:46.897 PM] React+   || User: cici4f3             || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1424575246199033906
[10/05/2025 11:32:51.410 PM] React+   || User: cici4f3             || Channel: #pictures-of-the-cats                || emoji=😭; msg=1424589213818425365
[10/05/2025 11:33:03.516 PM] Message  || User: cici4f3             || Channel: #pictures-of-the-cats                || Content: I'm not used to seeing her so skinny
[10/05/2025 11:33:14.729 PM] React+   || User: cici4f3             || Channel: #cat-name-ideas                      || emoji=😭; msg="next litter of kittens we find im naming..." by m_digio
[10/05/2025 11:33:22.610 PM] Message  || User: cici4f3             || Channel: #cat-name-ideas                      || Content: partial derivative
[10/05/2025 11:33:33.652 PM] Message  || User: austinbaustinb      || Channel: #pictures-of-the-cats                || Content: First time she's been not pregnant since the towers fell
[10/05/2025 11:34:01.728 PM] Message  || User: cici4f3             || Channel: #pictures-of-the-cats                || Content: damn she old asf
[10/05/2025 11:34:09.933 PM] Message  || User: cici4f3             || Channel: #pictures-of-the-cats                || Content: 24 and still having babies is crazy
[10/05/2025 11:34:13.553 PM] Message  || User: cici4f3             || Channel: #pictures-of-the-cats                || Content: (joke)
[10/05/2025 11:35:44.377 PM] React+   || User: vasyline            || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1424575246199033906
[10/05/2025 11:37:08.481 PM] Message  || User: racerdg             || Channel: #pet-pictures                        || Content: omg
[10/05/2025 11:43:13.611 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: random question do you remember where they played paint a picture an...
[10/05/2025 11:46:09.524 PM] Roles    || User: melennui            || Guild: Campus Cat Coalition                   || added=['due paying members']; removed=[]
[10/05/2025 11:46:38.584 PM] Message  || User: austinbaustinb      || Channel: #thomas-cat-sandbox                  || Content: TomCat, check due payments
[10/05/2025 11:46:38.584 PM] Intent   || dues_check                ||                                              
[10/05/2025 11:46:38.984 PM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/05/2025 11:46:41.106 PM] Action   || Name: dues_membership_... || Trigger: row=2                                || Output: Date|Mavorgs Invite|Semester|Email|Full Name|Discord Username|Payment...
[10/05/2025 11:46:41.109 PM] Action   || Name: dues_membership_... || Trigger: total=1002                           || Output: usable=858
[10/05/2025 11:47:06.853 PM] Message  || User: void_now            || Channel: #pictures-of-the-cats                || Content: Or so you think..
[10/05/2025 11:47:38.749 PM] Message  || User: austinbaustinb      || Channel: #thomas-cat-sandbox                  || Content: TomCat, update due paying members
[10/05/2025 11:47:38.749 PM] Intent   || dues_update               ||                                              
[10/05/2025 11:47:39.067 PM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/05/2025 11:47:39.260 PM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/05/2025 11:47:51.691 PM] Roles    || User: coziidruid          || Guild: Campus Cat Coalition                   || added=['due paying members']; removed=[]
[10/05/2025 11:48:28.617 PM] Message  || User: austinbaustinb      || Channel: #thomas-cat-sandbox                  || Content: Tomcat log the past 50 emails
[10/05/2025 11:48:28.617 PM] Intent   || gmail_log_recent          ||                                              
[10/05/2025 11:48:28.617 PM] Action   || Name: intent_dispatch     || Trigger: type=gmail_log_recent msg=1424619... || Output: begin
[10/05/2025 11:48:28.617 PM] Action   || Name: gmail_log_manual... || Trigger: req=50                               || Output: ch=1341696618688286720
[10/05/2025 11:48:29.080 PM] Action   || Name: gmail_log_manual... || Trigger: msg=1424619293995303045              || Output: +1
[10/05/2025 11:48:29.080 PM] Action   || Name: gmail_log_manual... || Trigger: req=50                               || Output: acquired
[10/05/2025 11:48:29.548 PM] Action   || Name: gmail_log_manual... || Trigger: req=50                               || Output: found=50
[10/05/2025 11:48:29.674 PM] Action   || Name: gmail_log_manual    || Trigger: req=50                               || Output: logged=0; skipped=0
[10/05/2025 11:48:31.443 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Isabella Klein $10.00 on 2025-08-26
[10/05/2025 11:48:31.449 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Nelda Hernandez $2.00 on 2025-08-26
[10/05/2025 11:48:31.449 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Troy Broome $1.00 on 2025-08-26
[10/05/2025 11:48:31.449 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Div Bits $2.00 on 2025-08-26
[10/05/2025 11:48:31.449 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jacob Sandoval $1.00 on 2025-08-26
[10/05/2025 11:48:31.449 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Aubrey Cunningham $10.00 on 2025-08-26
[10/05/2025 11:48:31.451 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Maxwell Preston $5.00 on 2025-08-26
[10/05/2025 11:48:31.451 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Austin Brown $25.00 on 2025-08-26
[10/05/2025 11:48:31.451 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Sophia Herrera $6.00 on 2025-08-26
[10/05/2025 11:48:31.453 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Miguel V $5.00 on 2025-08-26
[10/05/2025 11:48:31.453 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Nelda Hernandez $3.00 on 2025-08-26
[10/05/2025 11:48:31.453 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Megan Digiovanni $130.00 on 2025-08-26
[10/05/2025 11:48:31.453 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Pedro Savala $5.00 on 2025-08-27
[10/05/2025 11:48:31.453 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jonathan Mcgeever $5.00 on 2025-08-27
[10/05/2025 11:48:31.453 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Axel Torres $25.00 on 2025-08-22
[10/05/2025 11:48:31.453 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: M. Padron $20.00 on 2025-08-26
[10/05/2025 11:48:31.453 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Sophia Herrera $6.00 on 2025-08-26
[10/05/2025 11:48:31.453 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Addison Loera $8.00 on 2025-08-26
[10/05/2025 11:48:31.453 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Amber Thomas $5.00 on 2025-08-26
[10/05/2025 11:48:31.453 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jordin Baylee $5.00 on 2025-08-26
[10/05/2025 11:48:31.453 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kathleen Cantu $1.00 on 2025-08-26
[10/05/2025 11:48:31.459 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Amber Thomas $3.00 on 2025-08-26
[10/05/2025 11:48:31.459 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Rob Jimenez $3.00 on 2025-08-26
[10/05/2025 11:48:31.459 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Daniel Brantley $3.00 on 2025-08-26
[10/05/2025 11:48:31.459 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Bryan Huynh $50.00 on 2025-08-11
[10/05/2025 11:48:31.459 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Austin Brown $211.18 on 2025-06-17
[10/05/2025 11:48:31.459 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kris Mason $6.00 on 2025-10-03
[10/05/2025 11:48:31.463 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Emily Robinson $3.00 on 2025-10-03
[10/05/2025 11:48:31.463 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Megan Digiovanni $49.00 on 2025-10-03
[10/05/2025 11:48:31.463 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Wonbin Park $4.00 on 2025-09-16
[10/05/2025 11:48:31.463 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jordin Baylee $8.00 on 2025-09-16
[10/05/2025 11:48:31.463 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: tay $4.00 on 2025-09-16
