[11/04/2025 12:00:58.214 AM] React+   || User: .bettercalljack     || Channel: #itty-bitty-kitty-commitee           || emoji=❤️; msg="He’s the ai" by plink5277
[11/04/2025 08:00:04.230 PM] Action   || Name: feeding_8pm         || Trigger: unfed=2                              || Output: sent
[11/04/2025 08:00:04.838 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: **Currently unfed stations** • **Lot 50** → <@204682859217158144> • *...
[11/04/2025 08:00:04.838 PM] Action   || Name: feeding_8pm         || Trigger: unfed=2                              || Output: sent
[11/04/2025 08:00:05.483 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: **Currently unfed stations** • **Lot 50** → <@204682859217158144> • *...
[11/04/2025 08:00:05.483 PM] Action   || Name: feeding_8pm         || Trigger: unfed=2                              || Output: sent
[11/04/2025 08:00:06.139 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: **Currently unfed stations** • **Lot 50** → <@204682859217158144> • *...
[11/04/2025 08:00:06.139 PM] Action   || Name: feeding_8pm         || Trigger: unfed=2                              || Output: sent
[11/04/2025 08:00:06.740 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: **Currently unfed stations** • **Lot 50** → <@204682859217158144> • *...
[11/04/2025 08:00:06.740 PM] Action   || Name: feeding_8pm         || Trigger: unfed=2                              || Output: sent
[11/04/2025 08:00:07.361 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: **Currently unfed stations** • **Lot 50** → <@204682859217158144> • *...
[11/04/2025 08:00:07.361 PM] Action   || Name: feeding_8pm         || Trigger: unfed=2                              || Output: sent
[11/04/2025 08:00:07.947 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: **Currently unfed stations** • **Lot 50** → <@204682859217158144> • *...
[11/04/2025 08:00:07.947 PM] Action   || Name: feeding_8pm         || Trigger: unfed=2                              || Output: sent
[11/04/2025 08:00:08.525 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: **Currently unfed stations** • **Lot 50** → <@204682859217158144> • *...
[11/04/2025 08:00:08.525 PM] Action   || Name: feeding_8pm         || Trigger: unfed=2                              || Output: sent
[11/04/2025 08:00:09.175 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: **Currently unfed stations** • **Lot 50** → <@204682859217158144> • *...
[11/04/2025 08:00:09.175 PM] Action   || Name: feeding_8pm         || Trigger: unfed=2                              || Output: sent
[11/04/2025 08:00:09.782 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: **Currently unfed stations** • **Lot 50** → <@204682859217158144> • *...
[11/04/2025 08:00:09.782 PM] Action   || Name: feeding_8pm         || Trigger: unfed=2                              || Output: sent
[11/04/2025 08:00:10.405 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: **Currently unfed stations** • **Lot 50** → <@204682859217158144> • *...
[11/04/2025 08:00:10.405 PM] Action   || Name: feeding_8pm         || Trigger: unfed=2                              || Output: sent
[11/04/2025 08:00:10.772 PM] Action   || Name: feeding_sheet       || Trigger: date_col_error                       || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[11/04/2025 08:00:11.035 PM] Action   || Name: feeding_sheet       || Trigger: add_row                              || Output: 2025-11-04
[11/04/2025 08:00:11.075 PM] Action   || Name: feeding_sheet       || Trigger: date_col_error                       || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[11/04/2025 08:00:11.075 PM] Action   || Name: unfed_list          || Trigger: date=2025-11-04                      || Output: date_row_not_found
[11/04/2025 08:00:11.075 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: All stations have been fed! Yippee!!!
[11/04/2025 08:00:11.075 PM] Action   || Name: feeding_8pm         || Trigger: unfed=0                              || Output: celebrated
[11/04/2025 08:00:11.109 PM] Action   || Name: feeding_sheet       || Trigger: open_error                           || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[11/04/2025 08:00:11.109 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: All stations have been fed! Yippee!!!
[11/04/2025 08:00:11.109 PM] Action   || Name: feeding_8pm         || Trigger: unfed=0                              || Output: celebrated
[11/04/2025 08:00:11.139 PM] Action   || Name: feeding_sheet       || Trigger: open_error                           || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[11/04/2025 08:00:11.139 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: All stations have been fed! Yippee!!!
[11/04/2025 08:00:11.139 PM] Action   || Name: feeding_8pm         || Trigger: unfed=0                              || Output: celebrated
[11/04/2025 08:00:11.161 PM] Action   || Name: feeding_sheet       || Trigger: open_error                           || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[11/04/2025 08:00:11.171 PM] Action   || Name: send_suppressed     || Trigger: ch=643586809166561310                || Output: All stations have been fed! Yippee!!!
[11/04/2025 08:00:11.171 PM] Action   || Name: feeding_8pm         || Trigger: unfed=0                              || Output: celebrated
[11/04/2025 08:01:11.112 PM] Action   || Name: send_suppressed     || Trigger: ch=1341696618688286720               || Output: Gmail authorization needed. Open and approve, then reply: 'TomCat, au...
[11/04/2025 08:01:11.114 PM] Action   || Name: gmail_auth_url      || Trigger:                                      || Output: https://accounts.google.com/o/oauth2/auth?response_type=code&client_i...
[11/04/2025 08:01:11.114 PM] Action   || Name: gmail_log_scheduler || Trigger: auth                                 || Output: pending
[11/04/2025 08:01:34.029 PM] React+   || User: the.lemonade.stand  || Channel: #purrley-pawsitive-pussy-pals        || emoji=😆; msg="https://tenor.com/view/catpire-gif-18059..." by a1darek
[11/04/2025 08:01:42.785 PM] React+   || User: the.lemonade.stand  || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg=1435391650389299210
[11/04/2025 08:07:31.165 PM] Message  || User: cici4f3             || Channel: #feeding-team                        || Content: I didn't see any when I went at around 5pm
[11/04/2025 08:09:22.919 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: R da bagels still there
[11/04/2025 08:09:24.993 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: Seja askin
[11/04/2025 08:11:27.311 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: some of them were yes, i left around 5pm and there was 3 left
[11/04/2025 08:11:34.763 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: but the lounge is most likely closed now
[11/04/2025 08:22:30.913 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: Oh
[11/04/2025 08:22:37.078 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: Lounge should beb247/
[11/04/2025 08:22:44.227 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: agree
[11/04/2025 08:26:56.137 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: also @Derek [TNR] we sold none of your friends cookies bc we had no ...
[11/04/2025 08:29:16.861 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: <:wuuh:1331331057076932750>
[11/04/2025 08:29:51.230 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: good morning?
[11/04/2025 08:40:17.437 PM] Action   || Name: send_suppressed     || Trigger: ch=1341696618688286720               || Output: Gmail authorization needed. Open and approve, then reply: 'TomCat, au...
[11/04/2025 08:40:17.437 PM] Action   || Name: gmail_auth_url      || Trigger:                                      || Output: https://accounts.google.com/o/oauth2/auth?response_type=code&client_i...
[11/04/2025 08:40:17.437 PM] Action   || Name: gmail_log_scheduler || Trigger: auth                                 || Output: pending
[11/04/2025 08:40:26.946 PM] Action   || Name: send_suppressed     || Trigger: ch=1341696618688286720               || Output: Gmail authorization needed. Open and approve, then reply: 'TomCat, au...
[11/04/2025 08:40:26.946 PM] Action   || Name: gmail_auth_url      || Trigger:                                      || Output: https://accounts.google.com/o/oauth2/auth?response_type=code&client_i...
[11/04/2025 08:40:26.946 PM] Action   || Name: gmail_log_scheduler || Trigger: auth                                 || Output: pending
[11/04/2025 08:40:48.648 PM] React+   || User: baseketballin       || Channel: #feeding-team                        || emoji=🔥; msg="pppppppppppppppppppppppppppppppppppppppp..." by bubblebee5866
[11/04/2025 08:45:20.942 PM] Action   || Name: send_suppressed     || Trigger: ch=1341696618688286720               || Output: Gmail authorization needed. Open and approve, then reply: 'TomCat, au...
[11/04/2025 08:45:20.942 PM] Action   || Name: gmail_auth_url      || Trigger:                                      || Output: https://accounts.google.com/o/oauth2/auth?response_type=code&client_i...
[11/04/2025 08:45:20.942 PM] Action   || Name: gmail_log_scheduler || Trigger: auth                                 || Output: pending
[11/04/2025 08:48:14.809 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: sigh guys
[11/04/2025 08:48:19.494 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: i love kung fu panda.
[11/04/2025 08:48:29.148 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: i forgot just how gorgeous the third movie is
[11/04/2025 08:49:18.395 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: I LOVE naps
[11/04/2025 08:49:43.308 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😆; msg="I LOVE naps" by austinbaustinb
[11/04/2025 08:50:42.507 PM] Message  || User: m_digio             || Channel: #purrley-pawsitive-pussy-pals        || Content: (no text; attachments=1)
[11/04/2025 08:50:53.929 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😆; msg=1435461299021676615
[11/04/2025 08:50:58.095 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: HI DEDE
[11/04/2025 08:51:00.371 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg=1435461299021676615
[11/04/2025 08:51:02.975 PM] Edit     || User: m_digio             || Channel: #purrley-pawsitive-pussy-pals        ||  -> 
