[11/12/2025 12:00:04.282 AM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: im loling
[11/12/2025 10:19:59.377 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Not 100% every morning but significantly enough times yeah
[11/12/2025 10:20:19.380 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: it wasn’t even one of those cases where adhd presents more subtly in...
[11/12/2025 10:20:27.274 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: i got bullied and told my bullies "you're not good at making friends...
[11/12/2025 10:20:35.202 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: like everyone knew
[11/12/2025 10:20:36.910 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=🩷; msg="i got bullied and told my bullies "you'r..." by mochenoch
[11/12/2025 10:20:46.399 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: https://tenor.com/view/ishowspeed-try-not-to-laugh-gif-7682731162751...
[11/12/2025 10:20:51.129 PM] React+   || User: mochenoch           || Channel: #yapper-committee                    || emoji=😭; msg="it wasn’t even one of those cases where ..." by izzyballz
[11/12/2025 10:20:51.522 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: (no text; attachments=1)
[11/12/2025 10:20:52.072 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=🩷; msg="https://tenor.com/view/ishowspeed-try-no..." by racerdg
[11/12/2025 10:20:57.496 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=❤️; msg=1438383086709772401
[11/12/2025 10:21:04.522 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: that was so fast
[11/12/2025 10:21:14.981 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: "my moms kinda homeless..."
[11/12/2025 10:21:16.916 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i had to get seated at a desk island all the way from the rest of th...
[11/12/2025 10:21:31.731 PM] React+   || User: .bettercalljack     || Channel: #yapper-committee                    || emoji=❤️; msg=1438383086709772401
[11/12/2025 10:21:32.463 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: and then i wouldn’t stop talking to the teacher i was sat next to
[11/12/2025 10:21:55.758 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😆; msg="and then i wouldn’t stop talking to the ..." by izzyballz
[11/12/2025 10:21:57.711 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i had a behavioral form i had to get filled out and signed each day
[11/12/2025 10:21:57.721 PM] Intent   || feed_update               ||                                               || station=Mary Kay and Zen; dates=['2025-11-12']
[11/12/2025 10:21:57.722 PM] Action   || Name: feed_update_ignored || Trigger: station=Mary Kay and Zen             || Output: channel_blocked:915790807720661042
[11/12/2025 10:22:02.666 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg="i had a behavioral form i had to get fil..." by izzyballz
[11/12/2025 10:22:07.961 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: because i literally couldn’t do anything
[11/12/2025 10:22:28.066 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i can confidently report nothing has changed
[11/12/2025 10:22:39.199 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Idk if my adhd showed up in the classroom but in hs it was bad
[11/12/2025 10:22:57.353 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I had to self teach myself 75% of my classes bc i could NOT pay atte...
[11/12/2025 10:23:01.805 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: idk what i have but it's not neurotypical /silly
[11/12/2025 10:24:15.388 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i’m highkey annoyed at my parents about it because it actually set m...
[11/12/2025 10:24:26.261 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: #barelygraduated
[11/12/2025 10:25:17.755 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I might ask my mom about adhd meds but will tweak if she goes on abo...
[11/12/2025 10:25:52.766 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: real
[11/12/2025 10:26:09.988 PM] Message  || User: kitadan             || Channel: #feeding-team                        || Content: Lot  50 like Zen eats initially as a snack and leaves the rest to be...
[11/12/2025 10:26:10.014 PM] Action   || Name: feed_pending_set    || Trigger: ch=643586809166561310; user=42786... || Output: stations=Lot 50,Mary Kay and Zen; text=Lot  50 like Zen eats initiall...
[11/12/2025 10:26:12.760 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Like not joking i will start banshee screaming like that "I havent s...
[11/12/2025 10:26:22.156 PM] Edit     || User: .bettercalljack     || Channel: #yapper-committee                    || Like not joking i will start banshee screaming like that "I havent slept in 8...
[11/12/2025 10:26:32.296 PM] React+   || User: kitadan             || Channel: #pictures-of-the-cats                || emoji=❤️; msg="forgot to send pics earlier. @e l u s i ..." by simplyshadow17...
[11/12/2025 10:26:32.574 PM] React+   || User: izzyballz           || Channel: #feeding-team                        || emoji=😭; msg="j*b" by Carl-bot
[11/12/2025 10:26:33.507 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: decided i'd had enough, waited until my 18th and found a psychiatris...
[11/12/2025 10:26:48.425 PM] React+   || User: kitadan             || Channel: #pictures-of-the-cats                || emoji=😭; msg="they look like they're pointing and laug..." by cici4f3
[11/12/2025 10:28:03.141 PM] React+   || User: simplyshadow171295  || Channel: #feeding-team                        || emoji=😭; msg="j*b" by Carl-bot
[11/12/2025 10:29:22.764 PM] Message  || User: void_now            || Channel: #feeding-team                        || Content: cartels are gonna take inspiration from what I'm gonna do to you
[11/12/2025 10:29:45.001 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I need to do that but with personality disorders i just keep going b...
[11/12/2025 10:30:10.536 PM] React+   || User: .bettercalljack     || Channel: #feeding-team                        || emoji=😭; msg="j*b" by Carl-bot
[11/12/2025 10:30:16.894 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: you no longer have to report to your parents guys you’re free
[11/12/2025 10:30:21.827 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Very
[11/12/2025 10:30:26.511 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: the only thing idk about is if you’re under their insurance
[11/12/2025 10:30:31.919 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Yeah i am
[11/12/2025 10:30:40.953 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: idk how much that reports to them
[11/12/2025 10:31:17.141 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: We ball
[11/12/2025 10:31:49.630 PM] React+   || User: slayc127            || Channel: #feeding-team                        || emoji=😭; msg="j*b" by Carl-bot
[11/12/2025 10:31:53.106 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i thought i was just weird for having random lapses of memory in a d...
[11/12/2025 10:32:18.503 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: got an EEG and turns out it was PNES
[11/12/2025 10:32:29.573 PM] Delete   || User: void_now            || Channel: #feeding-team                        || Content: cartels are gonna take inspiration from what I'm gonna do to you
[11/12/2025 10:32:38.344 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Oh god
[11/12/2025 10:32:44.594 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: ok google is telling me they can’t tell your parents without your wr...
[11/12/2025 10:36:34.993 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Hallelujah
[11/12/2025 10:37:29.407 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Idk if my mom would care but maybe on a random day
[11/12/2025 10:38:23.723 PM] React+   || User: bubblebee5866       || Channel: #pictures-of-the-cats                || emoji=😭; msg="they look like they're pointing and laug..." by cici4f3
[11/12/2025 10:39:05.883 PM] React+   || User: .s3j                || Channel: #pictures-of-the-cats                || emoji=😭; msg="they look like they're pointing and laug..." by cici4f3
[11/12/2025 10:39:21.236 PM] Message  || User: .s3j                || Channel: #pictures-of-the-cats                || Content: Oh my god 😭
[11/12/2025 10:40:00.841 PM] React+   || User: .s3j                || Channel: #feeding-team                        || emoji=😭; msg="j*b" by Carl-bot
